Month bomb,Month temp,Month Drone,Date temp,Year temp,Country,Date Bomb,Year Bomb,Blast Day Type,Holiday Type,Time,City,Province,Location Category,Location Sensitivity,Open/Closed Space,Target Type,Targeted Sect if any,Explosive Weight (max),Date,Year Drone,Province-1,S#,Killed Min,Killed Max,Injured Min,Injured Max,No. of Suicide Blasts,S#-1,No of Strike,Total Died Max,Longitude,Latitude,Temperature(C)-1,AverageTemperature,AverageTemperatureUncertainty
10,10,10,01/10/2009,2009,Pakistan,15/10/2009,2009,Working Day,,NA,Lahore,Punjab,Police,High,Closed,Police,None,NA,21/10/2009,2009,FATA,208,,18,,50,,85,1,5,70.1455,32.9746,11.66,22.055,0.179
9,9,9,01/09/2012,2012,Pakistan,03/09/2012,2012,Working Day,,,Peshawar,KPK,foreign,Low,Open,Foreigner,None,100-110kg,01/09/2012,2012,FATA,355,0,2,18,21,1,317,4,6,70.1455,32.9746,24.26,26.238,0.228
10,10,10,01/10/2008,2008,Pakistan,10/10/2008,2008,Working Day,,NA,Orakzai Agency,FATA,Park/Ground,Low,Open,Anti-Militants,Sunni,8 ft deep crater,03/10/2008,2008,FATA,127,40,85,90,200,1,29,2,21,70.1455,32.9746,24.585,23.498,0.211
4,4,4,01/04/2009,2009,Pakistan,05/04/2009,2009,Holiday,Weekend,12:30:00 PM,Chakwal,Punjab,Religious,Medium,Closed,Religious,Shiite,NA,19/04/2009,2009,FATA,165,22,27,40,60,1,60,1,3,69.9,33.0333,20.995,22.792,0.216
9,9,9,01/09/2010,2010,Pakistan,09/09/2010,2010,Working Day,,12:30:00 PM,Quetta,Baluchistan,Residence,Medium,Open,Government Official,None,15 kg,28/09/2010,2010,FATA,276,2,5,3,6,1,171,1,4,69.9,33.0333,18.97,26.11,0.208
4,4,4,01/02/2012,2012,Pakistan,16/02/2012,2012,Working Day,,,Upper Dir,FATA,Market,Low,Open,Civilian,None,NA,16/02/2012,2012,FATA,686,2,2,6,6,2,573,2,20,140.291,65.9492,-3.34,20.624,0.328
2,2,2,01/02/2013,2013,Pakistan,14/02/2013,2013,Working Day,,,Bannu,KPK,Police,High,Open,Police,None,,08/02/2013,2013,FATA,372,0,0,1,,4,336,2,9,70.1455,32.9746,4.005,11.951,0.483
1,1,1,01/01/2010,2010,Pakistan,06/01/2010,2010,Working Day,,6:50:00 AM,Sudhanoti,AJK,Military,High,Open,Military,None,NA,06/01/2010,2010,FATA,237,,4,11,12,1,99,1,25,70.1455,32.9746,6.26,10.956,0.356
2,2,2,01/02/2010,2010,Pakistan,11/02/2010,2010,Working Day,,Maghrib prayers,Bannu,KPK,Police,High,Open,Police,None,NA,24/02/2010,2010,FATA,244,,15,25,30,2,112,1,9,70.1455,32.9746,8.915,13.167,0.203
8,8,8,01/08/2011,2011,Pakistan,11/08/2011,2011,Working Day,,,Peshawar,KPK,Police,High,Open,Police,NA,,19/08/2011,2011,FATA,325,0,2,,12,1,259,1,4,69.9,33.0333,22.725,29.003,0.231
2,2,2,01/02/2009,2009,Pakistan,05/02/2009,2009,Working Day,,6.35 pm,D.G Khan,Punjab,Religious,Medium,Open,Religious,Shiite,NA,16/02/2009,2009,FATA,149,30,32,48,55,1,51,3,30,68.50235,25.67848,20,14.072,0.268
8,8,8,01/08/2010,2010,Pakistan,04/08/2010,2010,Working Day,,around 4:30 PM,Peshawar,KPK,Mobile,High,Open,Military,None,10Kg,27/08/2010,2010,FATA,270,3,4,11,14,1,150,1,9,69.9667,33.8167,23.485,28.342,0.185
12,12,12,01/12/2008,2008,Pakistan,01/12/2008,2008,Working Day,,Monday Morning,Swat,KPK,Military,High,Open,Military,None,NA,15/12/2008,2008,FATA,141,,10,,50,1,44,1,2,70.1455,32.9746,7.655,12.283,0.177
7,7,7,01/07/2013,2013,Pakistan,25/07/2013,2013,Working Day,,Evening,Sukkur,Sindh,Police,Low,Open,Military,None,,02/07/2013,2013,FATA,396,8,9,30,30,2,341,4,17,70.1455,32.9746,22.025,30.502,0.263
3,3,3,01/03/2011,2011,Pakistan,03/03/2011,2011,Working Day,,,Hangu,KPK,Mobile,Low,Open,Police,None,400Kg,16/03/2011,2011,FATA,302,5,9,30,36,1,227,1,6,70.1455,32.9746,15.56,18.579,0.211
7,7,7,01/07/2010,2010,Pakistan,26/07/2010,2010,Working Day,,NA,Nowshehra,KPK,Residence,Medium,Closed,Government Official,Sunni,10 kg,15/07/2010,2010,FATA,269,,8,23,25,1,141,2,7,70.1455,32.9746,25.66,29.965,0.175
1,1,1,01/01/2010,2010,Pakistan,16/01/2010,2010,Working Day,,10:00:00 AM/10:15 AM,Poonch,AJK,Mobile,High,Open,Police,None,600 kg,09/01/2010,2010,FATA,240,,1,1,2,1,101,1,4,70.1455,32.9746,3.58,10.956,0.356
11,11,11,01/11/2008,2008,Pakistan,28/11/2008,2008,Working Day,,NA,Buner,KPK,Mobile,High,Open,Police,,NA,14/11/2008,2008,FATA,140,,9,,16,1,38,1,13,70.1455,32.9746,8.815,16.505,0.205
9,9,9,01/09/2009,2009,Pakistan,28/09/2009,2009,Working Day,,Monday Morning,bannu,KPK,Mobile,Low,Open,Anti-Militants,Sunni,NA,24/09/2009,2009,FATA,203,4,5,,,1,80,1,12,69.9,33.0333,24.19,27.295,0.167
12,12,12,01/12/2007,2007,Pakistan,23/12/2007,2007,Holiday,Weekend,6:00:00 PM,Swat,KPK,Mobile,High,Open,Military,None,NA,03/12/2007,2007,KPK,83,9,14,,23,1,10,1,,70.6042,32.9861,13.79,10.806,0.181
11,11,11,01/11/2009,2009,Pakistan,09/11/2009,2009,Holiday,Iqbal Day,9.45 AM,Peshawar,KPK,Police,High,Open,Police,None,7Kg,20/11/2009,2009,FATA,216,,3,5,7,1,89,1,10,70.1455,32.9746,8.23,16.174,0.304
12,12,12,01/12/2007,2007,Pakistan,10/12/2007,2007,Working Day,,7:24:00 AM/7:30AM,Attock,Punjab,Mobile,Low,Open,Children/Women,None,NA,03/12/2007,2007,KPK,78,,0,7,22,1,10,1,,70.6042,32.9861,13.79,10.806,0.181
4,4,4,01/04/2009,2009,Pakistan,15/04/2009,2009,Working Day,,Evening,Charsadda,KPK,Police,High,Open,Police,None,100kg,29/04/2009,2009,FATA,166,16,18,5,10,1,61,1,10,69.9,33.0333,23.6,22.792,0.216
9,9,9,01/09/2009,2009,Pakistan,26/09/2009,2009,Working Day,,7.00 am,Bannu,KPK,Police,High,Open,Police,None,180Kg,08/09/2009,2009,FATA,201,7,10,50,65,1,77,1,8,69.9,33.0333,21.295,27.295,0.167
9,9,9,01/09/2009,2009,Pakistan,12/09/2009,2009,Working Day,,5 min befor aftar,Hangu,KPK,Police,High,Closed,Police,None,NA,24/09/2009,2009,FATA,196,,,2,4,1,80,1,12,69.9,33.0333,24.19,27.295,0.167
10,10,10,01/10/2008,2008,Pakistan,16/10/2008,2008,Working Day,,NA,Swat,KPK,Police,High,Closed,Police,None,NA,03/10/2008,2008,FATA,128,,4,,27,1,29,2,21,70.1455,32.9746,24.585,23.498,0.211
12,12,12,01/12/2012,2012,Pakistan,22/12/2012,2012,Holiday,Weekend,,Peshawar,KPK,Residence,High,Closed,Government Official,None,4kg-6kg,06/12/2012,2012,FATA,368,,9,17,20,1,326,2,4,70.1455,32.9746,8.69,11.541,0.208
5,5,5,01/05/2011,2011,Pakistan,26/05/2011,2011,Working Day,,6:00 PM,Hangu,KPK,Police,High,Open,Police,None,450kg,23/05/2011,2011,FATA,315,28,32,55,60,1,238,1,7,70.1455,32.9746,23.49,29.616,0.195
9,9,9,01/09/2010,2010,Pakistan,03/09/2010,2010,Working Day,,NA,Quetta,Baluchistan,Park/Ground,Low,Open,Civilian,None,15Kg,27/09/2010,2010,FATA,273,54,62,150,200,1,170,1,4,70.1455,32.9746,19.395,26.11,0.208
12,12,12,01/12/2010,2010,Pakistan,06/12/2010,2010,Working Day,,2:00:00 PM,Mohmand Agency,Fata,Government,High,Closed,Government Official,None,NA,16/12/2010,2010,FATA,285,40,50,60,100,2,201,1,7,71.1481,34.0983,10.745,10.46,0.236
10,10,10,01/10/2010,2010,Pakistan,18/10/2010,2010,Working Day,,NA,Lakki marwat,KPK,Park/Ground,Low,Open,civilian,None,1200Kg,18/10/2010,2010,FATA,278,,,5,14,1,182,1,7,70.1455,32.9746,18.81,23.43,0.249
8,8,8,01/08/2011,2011,Pakistan,06/08/2011,2011,Working Day,,,Mohmand Agency,Fata,Market,Low,Open,Military,NA,,10/08/2011,2011,FATA,324,,1,,0,1,257,2,21,70.1455,32.9746,25.14,29.003,0.231
10,10,10,01/10/2008,2008,Pakistan,03/10/2008,2008,Holiday,Eid-ul-Fitar,4:00:00 PM,Peshawar,KPK,Residence,Medium,Closed,Government Official,None,NA,11/10/2008,2008,FATA,123,4,5,,18,1,31,2,9,70.1455,32.9746,22.595,23.498,0.211
12,12,12,01/12/2010,2010,Pakistan,08/12/2010,2010,Working Day,,1:00:00 PM,Kohat,KPK,Transport,Low,Open,Civilian,None,10 kg,06/12/2010,2010,FATA,287,18,20,,32,1,198,1,7,70.1455,32.9746,5.08,10.46,0.236
12,12,12,01/12/2009,2009,Pakistan,04/12/2009,2009,Working Day,,During Friday prayer,Rawalpindi,Punjab,Religious,Medium,Closed,Military,None,NA,08/12/2009,2009,FATA,225,36,40,75,83,1,90,2,3,70.1455,32.9746,3.95,11.959,0.179
5,5,5,01/05/2011,2011,Pakistan,26/05/2011,2011,Working Day,,6:00 PM,Hangu,KPK,Police,High,Open,Police,None,450kg,06/05/2011,2011,FATA,315,28,32,55,60,1,231,1,18,70.1455,32.9746,19.87,29.616,0.195
4,4,4,01/04/2009,2009,Pakistan,15/04/2009,2009,Working Day,,Evening,Charsadda,KPK,Police,High,Open,Police,None,100kg,19/04/2009,2009,FATA,166,16,18,5,10,1,60,1,3,69.9,33.0333,20.995,22.792,0.216
7,7,7,01/07/2009,2009,Pakistan,08/07/2009,2009,Working Day,,3:00am,Peshawar,KPK,Market,Low,Open,Police,None,20 Kg,10/07/2009,2009,FATA,185,,1,2,5,1,71,1,8,69.9,33.0333,23.24,30.551,0.263
9,9,9,01/09/2010,2010,Pakistan,06/09/2010,2010,Holiday,Defence Day,7:05:00 AM,lakki marwat,KPK,Police,High,Closed,Police,None,600 kg,27/09/2010,2010,FATA,275,15,19,34,57,1,170,1,4,70.1455,32.9746,19.395,26.11,0.208
2,2,2,01/02/2010,2010,Pakistan,18/02/2010,2010,Working Day,,NA,Khyber Agency,KPK,Religious,Medium,Open,Anti-Militants,Sunni,40Kg,14/02/2010,2010,FATA,245,22,31,30,110,1,108,1,7,70.1455,32.9746,3.185,13.167,0.203
3,3,3,01/03/2009,2009,Pakistan,27/03/2009,2009,Working Day,,NA,Khyber Agency,FATA,Religious,Medium,Closed,Religious,Sunni,NA,25/03/2009,2009,FATA,161,70,76,100,175,1,55,1,8,69.9,33.0333,12.34,18.871,0.199
12,12,12,01/12/2009,2009,Pakistan,24/12/2009,2009,Working Day,,11.57 am,Peshawar,KPK,Police,High,Open,Government Official,None,10 Kg,08/12/2009,2009,FATA,233,4,5,24,25,1,90,2,3,70.1455,32.9746,3.95,11.959,0.179
6,6,6,01/03/2010,2010,Pakistan,05/03/2010,2010,Working Day,,NA,Hangu,KPK,Mobile,Low,Open,Civilian,Shiite,12 kg,17/03/2010,2010,FATA,498,24,28,60,70,2,235,2,18,140.291,65.9492,33.48,42.688,0.73
8,8,8,01/08/2009,2009,Pakistan,23/08/2009,2009,Holiday,Weekend,,Peshawar,KPK,Residence,Low,open,Anti-Militants,Sunni,12Kg,21/08/2009,2009,FATA,193,,3,,15,1,75,1,13,69.9,33.0333,23.805,29.891,0.208
12,12,12,01/12/2009,2009,Pakistan,08/12/2009,2009,Working Day,,12.10 PM,Multan,Punjab,Military,High,Open,Military,None,1000 Kg,08/12/2009,2009,FATA,228,8,15,47,61,1,90,2,3,70.1455,32.9746,3.95,11.959,0.179
1,1,1,01/01/2010,2010,Pakistan,29/01/2010,2010,Working Day,,NA,Bajaur Agency,FATA,Military,High,Open,Military,None,NA,14/01/2010,2010,FATA,242,16,17,26,47,1,102,1,15,69.9,33.0333,3.43,10.956,0.356
5,5,5,01/05/2010,2010,Pakistan,02/05/2010,2010,Holiday,Weekend,NA,Bajaur Agency,FATA,Military,High,Open,Military,None,NA,28/05/2010,2010,FATA,263,,0,,0,1,134,1,11,69.9,33.0333,21.705,29.188,0.183
12,12,12,01/12/2009,2009,Pakistan,08/12/2009,2009,Working Day,,12.10 PM,Multan,Punjab,Military,High,Open,Military,None,1000 Kg,31/12/2009,2009,FATA,228,8,15,47,61,1,96,2,4,70.1455,32.9746,5.87,11.959,0.179
10,10,10,01/10/2008,2008,Pakistan,09/10/2008,2008,Working Day,,12:55:00 PM,Khyber Agency,FATA,Mobile,High,Open,Foreigner,Christian,NA,11/10/2008,2008,FATA,126,,0,,0,1,31,2,9,70.1455,32.9746,22.595,23.498,0.211
11,11,11,01/11/2008,2008,Pakistan,04/11/2008,2008,Working Day,,,Hangu,KPK,Police,High,Open,Police,None,40 kg,14/11/2008,2008,FATA,133,,7,,4,1,38,1,13,70.1455,32.9746,8.815,16.505,0.205
1,1,1,01/01/2010,2010,Pakistan,08/01/2010,2010,Working Day,,,peshawar,KPK,Police,High,Open,Police,None,NA,29/01/2010,2010,FATA,239,,0,,6,1,106,3,15,70.1455,32.9746,1.82,10.956,0.356
12,12,12,01/12/2009,2009,Pakistan,24/12/2009,2009,Working Day,,10.18 pm,Islamabad,Capital,Religious,Medium,Open,Religious,Shiite,NA,17/12/2009,2009,FATA,234,,1,1,4,1,92,1,2,70.1455,32.9746,3.53,11.959,0.179
11,11,11,01/11/2010,2010,Pakistan,11/11/2010,2010,Working Day,,8:10:00 PM,Karachi,Sindh,Military,High,Closed,Military,None,1000 Kg,19/11/2010,2010,FATA,281,16,20,100,140,1,193,1,4,70.1455,32.9746,10.02,16.519,0.096
2,2,2,01/02/2010,2010,Pakistan,11/02/2010,2010,Working Day,,Maghrib prayers,Bannu,KPK,Police,High,Open,Police,None,NA,02/02/2010,2010,FATA,244,,15,25,30,2,107,1,17,70.1455,32.9746,1.06,13.167,0.203
10,10,10,01/10/2008,2008,Pakistan,09/10/2008,2008,Working Day,,12:45:00 PM,Islamabad,Capital,Police,High,Closed,Police,None,60Kg,16/10/2008,2008,FATA,125,,,6,12,1,32,1,7,69.9,33.0333,15.875,23.498,0.211
11,11,11,01/11/2010,2010,Pakistan,11/11/2010,2010,Working Day,,NA,Poonch,AJK,Mobile,Low,open,Military,,NA,13/11/2010,2010,FATA,282,,0,,2,1,191,1,5,70.1455,32.9746,9.645,16.519,0.096
12,12,12,01/12/2012,2012,Pakistan,22/12/2012,2012,Holiday,Weekend,,Peshawar,KPK,Residence,High,Closed,Government Official,None,4kg-6kg,01/12/2012,2012,FATA,368,,9,17,20,1,325,3,4,69.9,33.0333,5.28,11.541,0.208
2,2,2,01/01/2012,2012,Pakistan,03/01/2012,2012,Working Day,,2:00 PM,Peshawar,KPK,Market,Low,Closed,Civilian,None,5-6kg,10/01/2012,2012,FATA,676,,4,38,56,2,553,2,8,140.291,65.9492,0.61,17.108,0.354
1,1,1,01/01/2009,2009,Pakistan,04/01/2009,2009,Holiday,Weekend,,Bannu,KPK,Police,High,open,Police,,,23/01/2009,2009,FATA,147,,1,,2,1,49,1,22,70.1455,32.9746,9.365,10.513,0.164
9,9,9,01/09/2009,2009,Pakistan,19/09/2009,2009,Working Day,,Saturday Evening,Dara Adam Khel,KPK,Police,High,Open,Police,None,NA,09/09/2009,2009,FATA,199,,2,,1,1,78,1,10,69.9,33.0333,20.8,27.295,0.167
3,3,3,01/03/2010,2010,Pakistan,29/03/2010,2010,Working Day,,,Bajaur Agency,FATA,Mobile,Low,Open,Anti-Militants,Sunni,NA,30/03/2010,2010,FATA,254,,2,5,8,1,122,1,5,70.1455,32.9746,15.145,21.344,0.365
6,6,6,01/06/2011,2011,Pakistan,25/06/2011,2011,Working Day,,,D.I Khan,KPK,Police,High,Closed,Police,None,,20/06/2011,2011,FATA,320,,10,3,5,1,247,1,12,69.9667,33.8167,27.95,31.228,0.31
8,8,8,01/08/2009,2009,Pakistan,22/08/2009,2009,Working Day,,5:00 PM,Swat,KPK,Residence,Low,Closed,Police,None,NA,27/08/2009,2009,FATA,192,2,3,2,8,1,76,1,10,69.9,33.0333,24.155,29.891,0.208
9,9,9,01/09/2011,2011,Pakistan,15/09/2011,2011,Working Day,,After noon,Lower Dir,KPK,Park/Ground,Low,Open,Civilian,NA,NA,23/09/2011,2011,FATA,330,26,34,63,75,1,263,1,5,70.1455,32.9746,18.985,26.366,0.103
4,4,4,01/04/2010,2010,Pakistan,16/04/2010,2010,Working Day,,,Quetta,Baluchistan,Hospital,Low,Closed,Government Official,Shiite,15 kg,26/04/2010,2010,FATA,257,,11,35,40,1,127,1,9,70.1455,32.9746,18.735,25.855,0.218
12,12,12,01/12/2010,2010,Pakistan,27/12/2010,2010,Working Day,,Evening,Muzaffarabad,AJK,Park/Ground,Medium,Open,religious,Shiite,NA,28/12/2010,2010,FATA,292,,7,,65,1,204,1,22,70.1455,32.9746,2.635,10.46,0.236
9,9,9,01/09/2011,2011,Pakistan,19/09/2011,2011,Working Day,,7:30 AM,karachi,Sindh,Police,High,Open,Police,NA,300kg,30/09/2011,2011,FATA,331,,8,4,7,1,265,1,4,69.9,33.0333,19.91,26.366,0.103
2,2,2,01/02/2010,2010,Pakistan,11/02/2010,2010,Working Day,,Maghrib prayers,Bannu,KPK,Police,High,Open,Police,None,NA,18/02/2010,2010,FATA,244,,15,25,30,2,111,1,4,70.1455,32.9746,5.18,13.167,0.203
6,6,6,01/03/2011,2011,Pakistan,24/03/2011,2011,Working Day,,8:00 AM,Hangu,KPK,Police,High,Open,Police,None,250kg,13/03/2011,2011,FATA,608,10,16,50,60,2,449,2,6,140.0455,66.0079,26.515,37.158,0.422
4,4,4,01/04/2013,2013,Pakistan,16/04/2013,2013,Working Day,,5:30pm,North waziristan,FATA,Military,High,Open,Military,None,,17/04/2013,2013,FATA,379,7,9,8,18,1,339,2,5,69.9,33.0333,16.305,22.958,0.356
9,9,9,01/09/2008,2008,Pakistan,16/09/2008,2008,Working Day,,Half hour after aftar,Swat,KPK,Police,High,Open,Police,None,NA,04/09/2008,2008,FATA,118,2,10,,25,1,23,1,6,70.1455,32.9746,24.8,26.585,0.241
12,12,12,01/12/2009,2009,Pakistan,07/12/2009,2009,Working Day,,12:30 PM,Peshawar,KPK,Government,High,Open,Government official,None,8Kg,31/12/2009,2009,FATA,226,9,11,37,50,1,96,2,4,70.1455,32.9746,5.87,11.959,0.179
9,9,9,01/09/2009,2009,Pakistan,26/09/2009,2009,Working Day,,11.35 am,Peshawar,KPK,Bank,Low,Open,Civilian,None,100 Kg,14/09/2009,2009,FATA,202,10,14,50,120,1,79,1,8,69.9,33.0333,22.705,27.295,0.167
8,8,8,01/08/2009,2009,Pakistan,16/08/2009,2009,Holiday,Weekend,NA,swat,KPK,Police,High,Open,Police,None,NA,27/08/2009,2009,FATA,189,,1,,3,1,76,1,10,69.9,33.0333,24.155,29.891,0.208
12,12,12,01/12/2010,2010,Pakistan,08/12/2010,2010,Working Day,,1:00:00 PM,Kohat,KPK,Transport,Low,Open,Civilian,None,10 kg,17/12/2010,2010,FATA,287,18,20,,32,1,202,4,50,71.1481,34.0983,9.22,10.46,0.236
9,9,9,01/09/2010,2010,Pakistan,09/09/2010,2010,Working Day,,12:30:00 PM,Quetta,Baluchistan,Residence,Medium,Open,Government Official,None,15 kg,19/09/2010,2010,FATA,276,2,5,3,6,1,163,1,5,70.1455,32.9746,16.995,26.11,0.208
1,1,1,01/01/2012,2012,Pakistan,03/01/2012,2012,Working Day,,2:00 PM,Peshawar,KPK,Market,Low,Closed,Civilian,None,5-6kg,12/01/2012,2012,FATA,338,,2,19,28,1,281,1,6,70.1455,32.9746,2.885,8.554,0.177
6,6,6,01/06/2009,2009,Pakistan,09/06/2009,2009,Working Day,,10.30 pm,Peshawar,KPK,Hotel,Medium,Closed,Foreigner,None,500 Kg,23/06/2009,2009,FATA,176,11,15,50,80,1,67,1,50,69.9,33.0333,21.67,29.773,0.304
10,10,10,01/10/2009,2009,Pakistan,16/10/2009,2009,Working Day,,2:45:00 PM,Peshawar,KPK,Military,High,Closed,Military,None,70 kg,15/10/2009,2009,FATA,209,14,15,15,24,1,84,1,10,70.1455,32.9746,14.825,22.055,0.179
5,5,5,01/05/2005,2005,Pakistan,27/05/2005,2005,Working Day,,11:00:00 AM,Islamabad,Capital,Religious,Medium,Closed,Civilian,Shiite/sunni,NA,08/05/2005,2005,FATA,17,20,25,82,100,1,2,1,2,70.1455,32.9746,11.475,26.308,0.372
4,4,4,01/04/2009,2009,Pakistan,05/04/2009,2009,Holiday,Weekend,12:30:00 PM,Chakwal,Punjab,Religious,Medium,Closed,Religious,Shiite,NA,04/04/2009,2009,FATA,165,22,27,40,60,1,58,2,13,70.1455,32.9746,15.57,22.792,0.216
12,12,12,01/12/2010,2010,Pakistan,27/12/2010,2010,Working Day,,Evening,Muzaffarabad,AJK,Park/Ground,Medium,Open,religious,Shiite,NA,16/12/2010,2010,FATA,292,,7,,65,1,201,1,7,71.1481,34.0983,10.745,10.46,0.236
10,10,10,01/05/2011,2011,Pakistan,25/05/2011,2011,Working Day,,4:40 AM,Peshawar,KPK,Police,High,Closed,Police,None,300kg,16/05/2011,2011,FATA,628,16,22,82,96,2,471,2,10,140.291,65.9492,48.66,59.232,0.39
6,6,6,01/06/2009,2009,Pakistan,26/06/2009,2009,Working Day,,6:00:00 AM/6:30:00 AM,Muzaffarabad,AJK,Mobile,High,Open,Military,None,NA,18/06/2009,2009,FATA,181,,2,3,4,1,66,1,9,69.9,33.0333,17.425,29.773,0.304
6,6,6,01/03/2010,2010,Pakistan,05/03/2010,2010,Working Day,,NA,Hangu,KPK,Mobile,Low,Open,Civilian,Shiite,12 kg,16/03/2010,2010,FATA,498,24,28,60,70,2,231,2,17,140.291,65.9492,30.6,42.688,0.73
8,8,8,01/08/2009,2009,Pakistan,21/08/2009,2009,Working Day,,NA,Kohat,KPK,Civilian,,Open,Civilian,None,NA,27/08/2009,2009,FATA,191,,0,,,1,76,1,10,69.9,33.0333,24.155,29.891,0.208
12,12,12,01/12/2009,2009,Pakistan,02/12/2009,2009,Working Day,,1:30:00 PM,Islamabad,Capital,Military,High,Open,Military,None,12Kg,08/12/2009,2009,FATA,224,,2,10,18,1,90,2,3,70.1455,32.9746,3.95,11.959,0.179
6,6,6,01/06/2009,2009,Pakistan,30/06/2009,2009,Working Day,,NA,Khyber Agency,FATA,Foreign,High,Open,foreigner,Sunni,NA,14/06/2009,2009,FATA,182,1,4,10,11,1,65,1,5,69.9,33.0333,18.075,29.773,0.304
12,12,12,01/12/2009,2009,Pakistan,07/12/2009,2009,Working Day,,12:30 PM,Peshawar,KPK,Government,High,Open,Government official,None,8Kg,17/12/2009,2009,FATA,226,9,11,37,50,1,92,1,2,70.1455,32.9746,3.53,11.959,0.179
12,12,12,01/12/2008,2008,Pakistan,05/12/2008,2008,Working Day,,12:30:00pm,Orakzai Agency,KPK,Market,Low,Open,Civilian,None,NA,11/12/2008,2008,FATA,143,6,10,8,15,1,43,1,7,69.9,33.0333,7,12.283,0.177
8,8,8,01/08/2011,2011,Pakistan,19/08/2011,2011,Working Day,,Friday prayer time,Khyber Agency,KPK,Religious,Medium,Closed,Civilian,NA,,16/08/2011,2011,FATA,326,47,60,70,130,1,258,2,4,70.1455,32.9746,22.96,29.003,0.231
11,11,11,01/11/2008,2008,Pakistan,17/11/2008,2008,Working Day,,11:15:00 AM,Swat,KPK,Military,High,Open,Military,None,NA,07/11/2008,2008,FATA,138,,10,,8,1,37,4,16,70.1455,32.9746,16.685,16.505,0.205
6,6,6,01/03/2010,2010,Pakistan,12/03/2010,2010,Working Day,,12:45:00 PM,Lahore,Punjab,Military,High,Open,Military,Sunni,12 kg,17/03/2010,2010,FATA,502,86,114,180,200,4,235,2,18,140.291,65.9492,33.48,42.688,0.73
12,12,12,01/12/2009,2009,Pakistan,04/12/2009,2009,Working Day,,During Friday prayer,Rawalpindi,Punjab,Religious,Medium,Closed,Military,None,NA,26/12/2009,2009,FATA,225,36,40,75,83,1,95,1,13,70.1455,32.9746,3.46,11.959,0.179
1,1,1,01/01/2010,2010,Pakistan,16/01/2010,2010,Working Day,,10:00:00 AM/10:15 AM,Poonch,AJK,Mobile,High,Open,Police,None,600 kg,14/01/2010,2010,FATA,240,,1,1,2,1,102,1,15,69.9,33.0333,3.43,10.956,0.356
4,4,4,01/04/2011,2011,Pakistan,01/04/2011,2011,Working Day,,,Dara Adam khel,KPK,Market,Low,Open,Anti-Militants,Sunni,8kg,22/04/2011,2011,FATA,307,,1,2,8,1,230,1,25,70.1455,32.9746,17.75,22.867,0.252
9,9,9,01/09/2008,2008,Pakistan,22/09/2008,2008,Working Day,,NA,Swat,KPK,Military,High,Open,Military,None,NA,17/09/2008,2008,FATA,121,9,13,2,3,1,27,1,7,69.9,33.0333,22.615,26.585,0.241
3,3,3,01/03/2009,2009,Pakistan,23/03/2009,2009,Holiday,Pakistan Day,NA,Islamabad,Capital,Police,High,Open,Police,None,NA,01/03/2009,2009,FATA,159,,2,,8,1,52,2,12,69.9,33.0333,14.21,18.871,0.199
2,2,2,01/02/2010,2010,Pakistan,18/02/2010,2010,Working Day,,NA,Khyber Agency,KPK,Religious,Medium,Open,Anti-Militants,Sunni,40Kg,24/02/2010,2010,FATA,245,22,31,30,110,1,112,1,9,70.1455,32.9746,8.915,13.167,0.203
9,9,9,01/09/2008,2008,Pakistan,24/09/2008,2008,Working Day,,NA,Quetta,Baluchistan,Military,High,Open,Military,None,8 Kg,08/09/2008,2008,FATA,122,1,14,22,25,1,25,4,25,70.1455,32.9746,20.55,26.585,0.241
8,8,8,01/08/2011,2011,Pakistan,31/08/2011,2011,Holiday,Eid-ul-Fitar,Wednesday Morning just after offering Eid prayers,Quetta,Baluchistan,Religious,Medium,Open,religious,Shiite,60kg,16/08/2011,2011,FATA,327,11,13,12,25,1,258,2,4,70.1455,32.9746,22.96,29.003,0.231
9,9,9,01/09/2009,2009,Pakistan,26/09/2009,2009,Working Day,,7.00 am,Bannu,KPK,Police,High,Open,Police,None,180Kg,30/09/2009,2009,FATA,201,7,10,50,65,1,83,1,6,70.1455,32.9746,22.43,27.295,0.167
12,12,12,01/12/2009,2009,Pakistan,18/12/2009,2009,Working Day,,1.30 pm,Lower Dir,KPK,Religious,Medium,Closed,Police,None,20 Kg,08/12/2009,2009,FATA,231,,12,28,35,1,90,2,3,70.1455,32.9746,3.95,11.959,0.179
3,3,3,01/03/2012,2012,Pakistan,03/03/2012,2012,Holiday,Weekend,,Peshawar,KPK,Mobile,High,Open,Government Official,None,6kg,30/03/2012,2012,FATA,345,0,1,,6,1,291,3,4,70.1455,32.9746,18.035,17.619,0.287
12,12,12,01/12/2009,2009,Pakistan,07/12/2009,2009,Working Day,,8.42 pm,Lahore,Punjab,Market,Low,Open,Civilian,None,NA,31/12/2009,2009,FATA,227,38,45,100,135,2,96,2,4,70.1455,32.9746,5.87,11.959,0.179
8,8,8,01/08/2011,2011,Pakistan,31/08/2011,2011,Holiday,Eid-ul-Fitar,Wednesday Morning just after offering Eid prayers,Quetta,Baluchistan,Religious,Medium,Open,religious,Shiite,60kg,19/08/2011,2011,FATA,327,11,13,12,25,1,259,1,4,69.9,33.0333,22.725,29.003,0.231
8,8,8,01/08/2011,2011,Pakistan,19/08/2011,2011,Working Day,,Friday prayer time,Khyber Agency,KPK,Religious,Medium,Closed,Civilian,NA,,02/08/2011,2011,FATA,326,47,60,70,130,1,256,1,4,70.1455,32.9746,25.725,29.003,0.231
